reaction_id,detected_reaction_type,reaction_smiles,yield,z_score,reactant_1,reactant_2,reactant_3,formed_motifs,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,spectator_groups,reference,Reaction_Key
C-N Coupling_sample500,,c1ccc2c(c1)CCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>[N-]=[N+]=NCC[C@@]1(N2CCc3ccccc32)C(=O)Nc2ccccc21,87,0.21,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,,c1ccc2c(c1)CCN2.COC(=O)CC1(Br)C(=O)Nc2ccccc21>>COC(=O)C[C@@]1(N2CCc3ccccc32)C(=O)Nc2ccccc21,82,-0.71,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,CO2R / N(R)COR,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|RCH2-CO2R|R_acidic-H
C-N Coupling_sample500,buchwald_hartwig_cn,Clc1cccc2c1CCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>[N-]=[N+]=NCC[C@@]1(N2CCc3c(Cl)cccc32)C(=O)Nc2ccccc21,76,-0.5,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,Cl / N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-Cl|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,buchwald_hartwig_cn,C1CCNC1.O=C(Cc1c(C(F)(F)F)nc2ccc(Cl)nn12)Nc1cccc(F)c1>>NC(F)(F)c1nc2ccc(N3CCCC3)nn2c1CC(=O)Nc1cccc(F)c1,68,0.0,RCH2-NHR,Ar-Cl|Ar-CF3,,Alkyl-F|Alkyl-NH2|Ar-Alkyl|Ar-NR2,Cu(OAc)2,DMEDA,K3PO4,,,,,,,DMF,CONHR / F / N(R)COR,"Journal of Heterocyclic Chemistry (2020), 57(4), 1925-1935",Ar-Cl|RCH2-NHR -> Alkyl-NH2 || Ar-F|Ar-N(R)COR|Bn-CONHR|R_acidic-H
C-N Coupling_sample500,buchwald_hartwig_cn,CNc1ccccc1.COC(=O)OC(C)C#Cc1cccc(F)c1>>C[C@H](C#Cc1cccc(F)c1)N(C)c1ccccc1,83,0.89,Ar-NHR,Inorganic,,Alkyl-Alkynyl|Ar-Alkynyl|Ar-F|Ar-NR2,Ni(cod)2,,,,,,,,244261-66-3,t-AmylOH,,"Organic Letters (2018), 20(17), 5448-5451",Ar-NHR|Inorganic -> Ar-F || None
C-N Coupling_sample500,buchwald_hartwig_cn,CNc1ccccc1.COC(=O)OC(C)C#Cc1ccccc1F>>C[C@H](C#Cc1ccccc1F)N(C)c1ccccc1,52,-1.08,Ar-NHR,Inorganic,,Alkyl-Alkynyl|Ar-Alkynyl|Ar-F|Ar-NR2,Ni(cod)2,,,,,,,,244261-66-3,t-AmylOH,,"Organic Letters (2018), 20(17), 5448-5451",Ar-NHR|Inorganic -> Ar-F || None
C-N Coupling_sample500,buchwald_hartwig_cn,CNc1ccccc1.COC(=O)OC(C)C#Cc1ccc(Br)cc1>>C[C@H](C#Cc1ccc(Br)cc1)N(C)c1ccccc1,90,0.0,Ar-NHR,Inorganic,,Alkyl-Alkynyl|Ar-Alkynyl|Ar-Br|Ar-NR2,Ni(cod)2,,,,,,,,244261-66-3,t-AmylOH,,"Organic Letters (2018), 20(17), 5448-5451",Ar-NHR|Inorganic -> Ar-Br || None
C-N Coupling_sample500,buchwald_hartwig_cn,CNc1ccccc1.COC(=O)OC(C)C#Cc1ccc(F)cc1>>C[C@H](C#Cc1ccc(F)cc1)N(C)c1ccccc1,72,0.19,Ar-NHR,Inorganic,,Alkyl-Alkynyl|Ar-Alkynyl|Ar-F|Ar-NR2,Ni(cod)2,,,,,,,,244261-66-3,t-AmylOH,,"Organic Letters (2018), 20(17), 5448-5451",Ar-NHR|Inorganic -> Ar-F || None
C-N Coupling_sample500,,NNc1ccccc1.BrCc1ccccc1Br>>c1ccc(-n2cc3ccccc3n2)cc1.NN(Cc1ccccc1Br)c1ccccc1,9,0.0,Ar-Hydrazine,Bn-Br,,Ar-AromN,CuI,,Cs2CO3,,,,,,,H2O,Hydrazine / Br,"Journal of Organic Chemistry (2021), 86(2), 1408-1418",Bn-Br -> Ar-AromN || Ar-Br|Ar-Hydrazine
C-N Coupling_sample500,buchwald_hartwig_cn,Cc1cc(N)c2ccccc2n1.COCc1cc2cc(Br)ccc2n1C.CI>>COCc1cc2cc(N(C)c3cc(C)nc4ccccc34)ccc2n1C,84,0.0,Ar-NH2,Ar-Br,CH3-I,Ar-NR2,Pd2(dba)3  CHCl3,XPhos,NaOtBu/NaH,,,,,,,Dioxane/DMF,Quinoline / AromN / OR,"European Journal of Medicinal Chemistry (2021), 223113656",Ar-Br|Ar-NH2|CH3-I -> Ar-NR2 || Alkyl-AromN|Ar-Alkyl|Bn-OR|Quinoline
C-N Coupling_sample500,buchwald_hartwig_cn,Cc1cc(N)c2ccccc2n1.COCOCc1cc2cc(Br)ccc2n1C.CI>>COCOCc1cc2cc(N(C)c3cc(C)nc4ccccc34)ccc2n1C,73,0.0,Ar-NH2,Ar-Br,CH3-I,Ar-NR2,Pd2(dba)3  CHCl3,XPhos,NaOtBu/NaH,,,,,,,Dioxane/DMF,Quinoline / AromN / OR,"European Journal of Medicinal Chemistry (2021), 223113656",Ar-Br|Ar-NH2|CH3-I -> Ar-NR2 || Alkyl-AromN|Ar-Alkyl|Bn-OR|Quinoline|RCH2-OR
C-N Coupling_sample500,buchwald_hartwig_cn,Cc1cc(N)c2ccccc2n1.Brc1ccc2c(c1)cc1n2CC=CC1.CI>>Cc1cc(N(C)c2ccc3c(c2)cc2n3CC=CC2)c2ccccc2n1,71,0.0,Ar-NH2,Ar-Br,CH3-I,Ar-NR2,Pd2(dba)3  CHCl3,XPhos,NaOtBu/NaH,,,,,,,Dioxane/DMF,Quinoline / AromN,"European Journal of Medicinal Chemistry (2021), 223113656",Ar-Br|Ar-NH2|CH3-I -> Ar-NR2 || Alkyl-AromN|Ar-Alkyl|Quinoline
C-N Coupling_sample500,,c1ccc2c(c1)CCN2.O=C1c2ccccc2C(=O)N1CCC1(Br)C(=O)Nc2ccccc21>>O=C1c2ccccc2C(=O)N1CC[C@@]1(N2CCc3ccccc32)C(=O)Nc2ccccc21,61,0.0,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,CONR2 / N(R)COR,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Alkyl-N(R)COR|Ar-Alkyl|Ar-CONR2|Ar-N(R)COR
C-N Coupling_sample500,,Cc1ccc2c(c1)CCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>Cc1ccc2c(c1)CCN2[C@]1(CCN=[N+]=[N-])C(=O)Nc2ccccc21,73,-1.44,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,,c1ccc2c(c1)CCN2.COC(=O)CCC1(Br)C(=O)Nc2ccccc21>>COC(=O)CC[C@@]1(N2CCc3ccccc32)C(=O)Nc2ccccc21,87,0.71,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,CO2R / N(R)COR,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|RCH2-CO2R|R_acidic-H
C-N Coupling_sample500,,COc1ccc2c(c1)CCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>COc1ccc2c(c1)CCN2[C@]1(CCN=[N+]=[N-])C(=O)Nc2ccccc21,75,-0.71,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,N(R)COR / N3 / OR,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|Ar-OR|RCH2-N3
C-N Coupling_sample500,,c1ccc2c(c1)CCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>[N-]=[N+]=NCC[C@@]1(N2CCc3ccccc32)C(=O)Nc2ccccc21,95,1.15,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,K3PO4,,,,,,174500-20-0,THF,N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,,c1ccc2c(c1)CCCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>[N-]=[N+]=NCC[C@@]1(N2CCCc3ccccc32)C(=O)Nc2ccccc21,81,-0.49,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,buchwald_hartwig_cn,Fc1ccc2c(c1)CCN2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>[N-]=[N+]=NCC[C@@]1(N2CCc3cc(F)ccc32)C(=O)Nc2ccccc21,79,-0.71,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,F / N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-F|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,buchwald_hartwig_cn,Clc1ccc2c(c1)NCC2.[N-]=[N+]=NCCC1(Br)C(=O)Nc2ccccc21>>[N-]=[N+]=NCC[C@@]1(N2CCc3ccc(Cl)cc32)C(=O)Nc2ccccc21,88,1.21,Ar-NHR,R3C-Br,,Ar-NR2,NiOAc2,,DABCO/K3PO4,,,,,,229184-98-9,MTBE,Cl / N(R)COR / N3,"Organic Letters (2014), 16(9), 2394-2397",Ar-NHR|R3C-Br -> Ar-NR2 || Ar-Alkyl|Ar-Cl|Ar-N(R)COR|RCH2-N3
C-N Coupling_sample500,buchwald_hartwig_co,CC(=O)CC(=O)Nc1ccc(Cl)cc1.C#CC(O)c1ccccc1>>Cc1c(C(=O)Nc2ccc(Cl)cc2)c(C)n(-c2ccc(Cl)cc2)c1-c1ccccc1,72,0.71,RCH2-COR|R_acidic-H,Alkyl-Alkynyl_terminal|R2CH-OH,,Ar-Alkyl|Ar-Ar|Ar-AromN|Ar-Cl,Ni(cod)2/CuI,,,,,,,,542-92-7,PhMe,Cl / N(R)COR,"RSC Advances (2015), 5(90), 73346-73351",Alkyl-Alkynyl_terminal|RCH2-COR -> Ar-Cl || Ar-Alkyl|Ar-Cl|Ar-N(R)COR
C-N Coupling_sample500,buchwald_hartwig_co,C#CC(O)c1ccccc1.CC(=O)CC(=O)Nc1ccc(Br)cc1>>Cc1c(C(=O)Nc2ccc(Br)cc2)c(C)n(-c2ccc(Br)cc2)c1-c1ccccc1,68,0.0,Alkyl-Alkynyl_terminal|R2CH-OH,RCH2-COR|R_acidic-H,,Ar-Alkyl|Ar-Ar|Ar-AromN|Ar-Br,Ni(cod)2/CuI,,,,,,,,542-92-7,PhMe,Br / N(R)COR,"RSC Advances (2015), 5(90), 73346-73351",Alkyl-Alkynyl_terminal|RCH2-COR -> Ar-Br || Ar-Alkyl|Ar-Br|Ar-N(R)COR
C-N Coupling_sample500,buchwald_hartwig_co,CC(=O)CC(=O)Nc1ccc(Cl)cc1.C#CC(O)c1ccc(Cl)cc1>>Cc1c(C(=O)Nc2ccc(Cl)cc2)c(C)n(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,70,-0.71,RCH2-COR|R_acidic-H,Alkyl-Alkynyl_terminal|R2CH-OH,,Ar-Alkyl|Ar-Ar|Ar-AromN|Ar-Cl,Ni(cod)2/CuI,,,,,,,,542-92-7,PhMe,Cl / N(R)COR,"RSC Advances (2015), 5(90), 73346-73351",Alkyl-Alkynyl_terminal|RCH2-COR -> Ar-Cl || Ar-Alkyl|Ar-Cl|Ar-N(R)COR
C-N Coupling_sample500,buchwald_hartwig_cn,CCO.Nc1cc(Cl)ccc1C(=O)Nc1ccccc1>>Cc1nc2cc(Cl)ccc2c(=O)n1-c1ccccc1,75,0.0,RCH2-OH,Ar-NH2|Ar-N(R)COR,,Ar-Alkyl|Ar-AromN|Pyrimidine,CuI,,Cs2CO3,,O2,,,,,EtOH,Cl,"Organic & Biomolecular Chemistry (2020), 18(47), 9601-9605",Ar-NH2|RCH2-OH -> Ar-AromN || Ar-Cl
C-N Coupling_sample500,buchwald_hartwig_cn,C#Cc1ccccc1.Clc1nc2ccccc2nc1Cl.C#CCO.C1COCCN1>>C(#Cc1nc2ccccc2n2c(N3CCOCC3)c(N3CCOCC3)cc12)c1ccccc1,75,0.0,Ar-Alkynyl_terminal,Ar-Cl,Propargyl-OH|Alkyl-Alkynyl_terminal|Propargyl-H,Ar-Alkynyl|Ar-NR2|RCH2-OR,CuI,,Et3N,,,,,,13965-03-2,DMF,Pyrimidine / OR,"Molecular Diversity (2021), 25(2), 981-993",Ar-Alkynyl_terminal|Ar-Cl|Propargyl-OH|RCH2-NHR -> RCH2-OR || Pyrimidine|RCH2-OR
C-N Coupling_sample500,buchwald_hartwig_cn,C#CCCC.Clc1nc2ccccc2nc1Cl.C#CCO.C1CCNC1>>CCCC#Cc1nc2ccccc2n2c(N3CCCC3)c(N3CCCC3)cc12,60,0.0,Alkyl-Alkynyl_terminal|Propargyl-H,Ar-Cl,Propargyl-OH|Alkyl-Alkynyl_terminal|Propargyl-H,Alkyl-Alkynyl|Ar-Alkynyl|Ar-NR2,CuI,,Et3N,,,,,,13965-03-2,DMF,Pyrimidine,"Molecular Diversity (2021), 25(2), 981-993",Alkyl-Alkynyl_terminal|Ar-Cl|Propargyl-OH|RCH2-NHR -> Ar-Alkynyl || Propargyl-H|Pyrimidine
C-N Coupling_sample500,buchwald_hartwig_cn,C#Cc1ccccc1.Clc1nc2ccccc2nc1Cl.C#CCO.C1CCNCC1>>C(#Cc1nc2ccccc2n2c(N3CCCCC3)c(N3CCCCC3)cc12)c1ccccc1,70,0.0,Ar-Alkynyl_terminal,Ar-Cl,Propargyl-OH|Alkyl-Alkynyl_terminal|Propargyl-H,Ar-Alkynyl|Ar-NR2,CuI,,Et3N,,,,,,13965-03-2,DMF,Pyrimidine,"Molecular Diversity (2021), 25(2), 981-993",Ar-Alkynyl_terminal|Ar-Cl|Propargyl-OH|RCH2-NHR -> Ar-Alkynyl || Pyrimidine
C-N Coupling_sample500,buchwald_hartwig_cn,C#CCCCC.Clc1nc2ccccc2nc1Cl.C#CCO.C1COCCN1>>CCCCC#Cc1nc2ccccc2n2c(N3CCOCC3)c(N3CCOCC3)cc12,65,0.0,Alkyl-Alkynyl_terminal|Propargyl-H,Ar-Cl,Propargyl-OH|Alkyl-Alkynyl_terminal|Propargyl-H,Alkyl-Alkynyl|Ar-Alkynyl|Ar-NR2|RCH2-OR,CuI,,Et3N,,,,,,13965-03-2,DMF,Pyrimidine / OR,"Molecular Diversity (2021), 25(2), 981-993",Alkyl-Alkynyl_terminal|Ar-Cl|Propargyl-OH|RCH2-NHR -> RCH2-OR || Propargyl-H|Pyrimidine|RCH2-OR
C-N Coupling_sample500,buchwald_hartwig_cn,CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c(NC2CCCCC2)cc1NC1CCCCC1.N#Cc1nc(Cl)c(Cl)nc1C#N>>Cc1nc2cc3c(cc2n1C1CCCCC1)N(C1CCCCC1)c1nc(C#N)c(C#N)nc1N3,58,0.0,RCH2-OH,Ar-NHR|Ar-NO2,Ar-Cl,Alkyl-AromN|Ar-Alkyl|Ar-NR2,Nickel,,,,,,,,302-01-2,EtOH/H2O/Dioxane,Pyrimidine / NHR / CN,"Chemistry - A European Journal (2015), 21(20), 7571-7581",Ar-Cl|Ar-NHR|RCH2-OH -> Ar-NR2 || Ar-CN|Ar-NHR|Pyrimidine
C-N Coupling_sample500,,CNC=O.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>CN(C=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,68,0.71,Alkyl-H,Ar-I,,Ar-H,CuI,DMEDA,K3PO4,,,,,,,PhMe,,"Angewandte Chemie, International Edition (2020), 59(24), 9428-9432",Ar-I -> Ar-H || Alkyl-H
C-N Coupling_sample500,,CCNC=O.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>CCN(C=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,60,-0.71,Alkyl-H,Ar-I,,Ar-H,CuI,DMEDA,K3PO4,,,,,,,PhMe,,"Angewandte Chemie, International Edition (2020), 59(24), 9428-9432",Ar-I -> Ar-H || Alkyl-H
C-N Coupling_sample500,,I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92.O=CNCc1ccccc1>>O=CN(Cc1ccccc1)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,55,0.0,Ar-I,Ar-Alkyl,,None,CuI,DMEDA,K3PO4,,,,,,,PhMe,,"Angewandte Chemie, International Edition (2020), 59(24), 9428-9432",Ar-I -> None || Ar-Alkyl
C-N Coupling_sample500,,CNC=O.C[c-]12->[Fe+2]3456789(<-[cH]([cH]->3[cH]->41)[cH]->52)<-[cH]1[cH]->6[cH]->7[c-]->8(I)[cH]->91>>CN(C=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[c-]->5(C)[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,55,0.0,Alkyl-H,Ar-I,,None,CuI,DMEDA,K3PO4,,,,,,,PhMe,,"Angewandte Chemie, International Edition (2020), 59(24), 9428-9432",Alkyl-H|Ar-I -> None || Ar-Alkyl
C-N Coupling_sample500,,CNC=O.CCOC(=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[c-]->5(I)[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>CCOC(=O)[c-]12->[Fe+2]3456789(<-[cH]([cH]->3[cH]->41)[cH]->52)<-[cH]1[cH]->6[cH]->7[c-]->8(N(C)C=O)[cH]->91,50,0.0,Alkyl-H,Ar-I,,None,CuI,DMEDA,K3PO4,,,,,,,PhMe,CO2R,"Angewandte Chemie, International Edition (2020), 59(24), 9428-9432",Alkyl-H|Ar-I -> None || Ar-CO2R
C-N Coupling_sample500,,O=C1CCN1.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>O=C1CCN1[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,66,-0.71,RCH2-CONHR|Alkyl-N(R)COR,Ar-I,,Ar-N(R)COR,CuI,DMEDA,K3PO4,,,,,,,Dioxane,,"New Journal of Chemistry (2020), 44(37), 15928-15941",Ar-I|RCH2-CONHR -> Ar-N(R)COR || R_acidic-H
C-N Coupling_sample500,,O=C1CCCN1.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>O=C1CCCN1[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,89,0.71,RCH2-CONHR|Alkyl-N(R)COR,Ar-I,,Ar-N(R)COR,CuI,DMEDA,K3PO4,,,,,,,Dioxane,,"New Journal of Chemistry (2020), 44(37), 15928-15941",Ar-I|RCH2-CONHR -> Ar-N(R)COR || R_acidic-H
